nominal_coverage,slot_pooled_coverage,minimum_seed_coverage,maximum_seed_coverage,equal_source_macro_coverage,equal_block_macro_coverage,minimum_block_coverage,maximum_block_coverage
0.5,0.44139231327048584,0.4189992748368383,0.4691805656272661,0.31874377776806173,0.28434639406351686,0.0,0.8
0.8,0.671530094271211,0.6543872371283539,0.686874546773024,0.5858247549337543,0.5952289876062556,0.0,1.0
0.9,0.7702102973168963,0.7582306018854242,0.7812907904278462,0.7143952658327636,0.749901657266595,0.0,1.0
