estimand,joint_mae,random_mae,gap_joint_minus_random
row_micro,0.643048341867,0.292820587042,0.350227754825
source_macro,1.004559004692,0.467218293698,0.537340710994
block_macro,0.904791237774,0.438572368379,0.466218869395
