tanimoto_threshold,n_total_analogue_edges,n_ecfp4_edges,n_exact_one_token_edit_edges,n_analogue_components,n_source_groups,n_joint_blocks,largest_block_records,largest_block_share,top_three_block_share,effective_number_of_blocks,median_block_records
0.700000000000,648106,647699,29900,91,41,15,4054,0.587962291516,0.930239303843,2.435039649468,18.000000000000
0.800000000000,141425,134290,29900,305,41,18,4010,0.581580855693,0.923857868020,2.480026022497,16.500000000000
0.900000000000,38787,15612,29900,745,41,20,3988,0.578390137781,0.920667150109,2.503634641952,17.500000000000
