calibration_error,coverage,mean_interval_width_log10_papp,n_prediction_rows,nominal_coverage
-0.058607686729514163,0.44139231327048584,1.022816456381823,34475,0.5
-0.12846990572878902,0.671530094271211,1.986849841276891,34475,0.8
-0.12978970268310375,0.7702102973168963,2.6137662757567464,34475,0.9
